epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
166,1149.87,0.50663,0.32585,0.9969,0.99879,1,0.995,0.86965,0.62043,0.34542,0.82987,0.0013466,0.0013466,0.0013466
167,1156.26,0.50577,0.32091,0.99906,0.99886,1,0.995,0.89384,0.5671,0.32509,0.80669,0.00134264,0.00134264,0.00134264
168,1162.7,0.52169,0.32458,1.02085,0.9989,1,0.995,0.86666,0.61652,0.32887,0.79689,0.00133868,0.00133868,0.00133868
169,1169.19,0.55085,0.33816,1.04371,0.99891,1,0.995,0.88654,0.54147,0.30376,0.79493,0.00133472,0.00133472,0.00133472
170,1175.63,0.53384,0.32951,1.01779,0.9989,1,0.995,0.88174,0.55692,0.27961,0.81554,0.00133076,0.00133076,0.00133076
171,1182.08,0.48692,0.33777,1.00909,0.99891,1,0.995,0.91179,0.49143,0.26335,0.73372,0.0013268,0.0013268,0.0013268
172,1188.52,0.45722,0.30538,0.98254,0.99889,1,0.995,0.88517,0.55304,0.25747,0.77881,0.00132284,0.00132284,0.00132284
173,1194.98,0.50102,0.33057,1.0032,0.99891,1,0.995,0.90925,0.46559,0.2333,0.71152,0.00131888,0.00131888,0.00131888
174,1201.45,0.50868,0.29896,0.99201,0.99883,1,0.995,0.91215,0.47225,0.28188,0.71258,0.00131492,0.00131492,0.00131492
175,1207.88,0.4862,0.31111,0.99678,0.99884,1,0.995,0.93177,0.45765,0.28416,0.70432,0.00131096,0.00131096,0.00131096
176,1214.3,0.50229,0.3042,1.0129,0.9988,1,0.995,0.88488,0.59209,0.32393,0.75091,0.001307,0.001307,0.001307
177,1220.94,0.4922,0.29644,1.00328,0.99881,1,0.995,0.83272,0.75004,0.39017,0.83841,0.00130304,0.00130304,0.00130304
178,1229.78,0.49626,0.31099,1.00796,0.99884,1,0.995,0.86245,0.63157,0.33755,0.79409,0.00129908,0.00129908,0.00129908
179,1238.51,0.52356,0.31232,1.00895,0.99885,1,0.995,0.90899,0.48433,0.26741,0.7273,0.00129512,0.00129512,0.00129512
180,1252.63,0.51692,0.31244,1.00696,0.9988,1,0.995,0.86581,0.64275,0.37514,0.85408,0.00129116,0.00129116,0.00129116
181,1259.5,0.49294,0.32333,1.01068,0.99884,1,0.995,0.90759,0.53706,0.32087,0.8032,0.0012872,0.0012872,0.0012872
182,1266.32,0.52858,0.33867,1.00288,0.97037,1,0.995,0.88392,0.77378,0.44918,0.93139,0.00128324,0.00128324,0.00128324
183,1273.27,0.51097,0.31325,0.99757,0.99891,1,0.995,0.92864,0.51821,0.30843,0.77012,0.00127928,0.00127928,0.00127928
184,1281.87,0.51836,0.32311,1.0189,0.99896,1,0.995,0.86805,0.68458,0.32483,0.89808,0.00127532,0.00127532,0.00127532
185,1290.2,0.54254,0.30939,0.98561,0.99917,1,0.995,0.91632,0.59116,0.33308,0.88207,0.00127136,0.00127136,0.00127136
186,1298.81,0.5391,0.32548,1.02998,0.99877,0.98,0.99461,0.90203,0.52347,0.30157,0.81276,0.0012674,0.0012674,0.0012674
187,1308.32,0.4893,0.30555,1.00609,1,0.99907,0.995,0.888,0.52225,0.2776,0.80094,0.00126344,0.00126344,0.00126344
188,1316.81,0.51656,0.31786,1.00197,0.9988,1,0.995,0.87196,0.55358,0.31076,0.77569,0.00125948,0.00125948,0.00125948
189,1325.71,0.48161,0.31873,1.00445,0.99884,1,0.995,0.84334,0.70335,0.3437,0.86949,0.00125552,0.00125552,0.00125552
190,1334.6,0.50458,0.33097,1.01039,0.99882,1,0.995,0.86251,0.63233,0.33207,0.85518,0.00125156,0.00125156,0.00125156
191,1344.02,0.47368,0.31371,0.99967,0.99894,1,0.995,0.86435,0.6915,0.35079,0.90393,0.0012476,0.0012476,0.0012476
192,1353.46,0.48801,0.30349,0.99428,0.99884,1,0.995,0.89917,0.56165,0.31658,0.78372,0.00124364,0.00124364,0.00124364
193,1362.55,0.47629,0.29103,0.98608,0.99878,1,0.995,0.83291,0.7201,0.33583,0.87326,0.00123968,0.00123968,0.00123968
194,1371.43,0.51187,0.31722,1.01965,0.99881,1,0.995,0.83047,0.7714,0.30012,0.92885,0.00123572,0.00123572,0.00123572
195,1380.25,0.48244,0.30585,0.99494,0.99885,1,0.995,0.87718,0.59285,0.29578,0.75618,0.00123176,0.00123176,0.00123176
196,1392.84,0.49551,0.31032,1.01197,0.99883,1,0.995,0.83129,0.72273,0.32474,0.86011,0.0012278,0.0012278,0.0012278
197,1399.81,0.48021,0.29443,0.9711,0.99878,1,0.995,0.87791,0.51631,0.33095,0.73987,0.00122384,0.00122384,0.00122384
198,1406.98,0.52838,0.32507,1.01659,0.99815,1,0.995,0.88775,0.54447,0.34772,0.76563,0.00121988,0.00121988,0.00121988
199,1414.07,0.52833,0.30637,1.01257,0.99752,1,0.995,0.83781,0.6272,0.41375,0.81607,0.00121592,0.00121592,0.00121592
200,1421.2,0.48807,0.32211,0.98671,0.99691,1,0.995,0.86473,0.54473,0.36206,0.80715,0.00121196,0.00121196,0.00121196
201,1428.16,0.48001,0.29585,0.98096,0.99777,1,0.995,0.88669,0.54604,0.34358,0.80663,0.001208,0.001208,0.001208
202,1435.13,0.51495,0.31939,1.01529,0.99867,1,0.995,0.82633,0.736,0.36357,0.89167,0.00120404,0.00120404,0.00120404
203,1441.72,0.50648,0.32605,1.00846,0.9988,1,0.995,0.89371,0.51127,0.30444,0.77078,0.00120008,0.00120008,0.00120008
204,1448.36,0.48786,0.31927,0.99998,0.99885,1,0.995,0.85551,0.63076,0.31331,0.84044,0.00119612,0.00119612,0.00119612
205,1454.91,0.47381,0.31023,0.99401,0.99886,1,0.995,0.84954,0.59669,0.34558,0.81209,0.00119216,0.00119216,0.00119216
206,1461.47,0.46601,0.30352,0.98032,0.99872,1,0.995,0.83176,0.67019,0.36146,0.89469,0.0011882,0.0011882,0.0011882
207,1468.05,0.48991,0.29772,0.99325,0.99877,1,0.995,0.85719,0.56533,0.34506,0.8134,0.00118424,0.00118424,0.00118424
208,1474.57,0.49662,0.29281,1.01334,0.99881,1,0.995,0.88081,0.55401,0.31572,0.79889,0.00118028,0.00118028,0.00118028
209,1481.11,0.43081,0.27646,0.95903,0.99883,1,0.995,0.89979,0.52801,0.31197,0.78696,0.00117632,0.00117632,0.00117632
210,1487.68,0.46691,0.29218,0.9849,0.9989,1,0.995,0.89786,0.51937,0.32532,0.77468,0.00117236,0.00117236,0.00117236
211,1494.26,0.50256,0.30071,1.01317,0.99888,1,0.995,0.90285,0.49091,0.31389,0.75295,0.0011684,0.0011684,0.0011684
212,1500.86,0.4798,0.28347,0.98871,0.99879,1,0.995,0.89745,0.48843,0.28394,0.77388,0.00116444,0.00116444,0.00116444
213,1507.36,0.46799,0.28878,1.00313,0.99879,1,0.995,0.88073,0.5547,0.31348,0.81657,0.00116048,0.00116048,0.00116048
214,1513.94,0.47394,0.29947,0.99126,0.99883,1,0.995,0.85055,0.60913,0.31992,0.85788,0.00115652,0.00115652,0.00115652
215,1526.13,0.48679,0.30828,0.98131,0.99898,1,0.995,0.79476,0.70226,0.38113,0.89817,0.00115256,0.00115256,0.00115256
216,1532.69,0.45769,0.28979,0.99606,1,0.99912,0.995,0.82575,0.59905,0.37879,0.8306,0.0011486,0.0011486,0.0011486
217,1539.21,0.49647,0.29683,1.00239,1,0.99638,0.995,0.80683,0.64931,0.37764,0.89247,0.00114464,0.00114464,0.00114464
218,1545.75,0.47938,0.30139,0.99132,0.99891,1,0.995,0.84615,0.62558,0.35357,0.85491,0.00114068,0.00114068,0.00114068
219,1552.35,0.46133,0.29262,0.9781,0.99884,1,0.995,0.87348,0.5971,0.31011,0.82222,0.00113672,0.00113672,0.00113672
220,1558.95,0.47917,0.30065,0.97116,0.99884,1,0.995,0.88501,0.58321,0.27991,0.84478,0.00113276,0.00113276,0.00113276
221,1565.49,0.50796,0.3147,1.00412,0.99883,1,0.995,0.8939,0.63866,0.36538,0.88515,0.0011288,0.0011288,0.0011288
222,1572.04,0.46457,0.28724,0.9872,0.99882,1,0.995,0.87637,0.64894,0.33235,0.85683,0.00112484,0.00112484,0.00112484
223,1578.62,0.51008,0.3267,0.98953,0.99874,1,0.995,0.88771,0.55995,0.31104,0.79124,0.00112088,0.00112088,0.00112088
224,1585.18,0.47061,0.28641,0.994,0.99888,1,0.995,0.91746,0.4962,0.28826,0.75443,0.00111692,0.00111692,0.00111692
225,1591.8,0.45664,0.29191,0.97817,0.99888,1,0.995,0.91427,0.51102,0.29926,0.774,0.00111296,0.00111296,0.00111296
226,1598.4,0.45189,0.29793,0.98821,0.99891,1,0.995,0.92219,0.49085,0.2718,0.74919,0.001109,0.001109,0.001109
227,1604.96,0.48503,0.29803,1.00606,0.99623,1,0.995,0.91085,0.51546,0.27414,0.76054,0.00110504,0.00110504,0.00110504
228,1611.56,0.4596,0.29495,0.98134,0.99889,1,0.995,0.86335,0.70799,0.33597,0.88788,0.00110108,0.00110108,0.00110108
229,1618.12,0.49201,0.2996,1.01801,0.99877,1,0.995,0.87983,0.57593,0.32092,0.78987,0.00109712,0.00109712,0.00109712
230,1624.72,0.49879,0.3021,1.01166,0.99883,1,0.995,0.87119,0.62788,0.317,0.82047,0.00109316,0.00109316,0.00109316
231,1631.24,0.47921,0.30192,0.9726,0.99882,1,0.995,0.91115,0.54797,0.3374,0.76643,0.0010892,0.0010892,0.0010892
232,1637.87,0.45967,0.29801,0.98555,0.99884,1,0.995,0.93025,0.47886,0.31319,0.72466,0.00108524,0.00108524,0.00108524
233,1644.46,0.48694,0.2995,0.98794,0.9988,1,0.995,0.93917,0.4342,0.31293,0.70003,0.00108128,0.00108128,0.00108128
234,1650.98,0.4887,0.29843,1.00073,0.9988,1,0.995,0.93322,0.46108,0.3175,0.71722,0.00107732,0.00107732,0.00107732
235,1663.31,0.45848,0.28981,0.98674,0.99878,1,0.995,0.92672,0.5157,0.33142,0.77248,0.00107336,0.00107336,0.00107336
236,1669.86,0.46707,0.29999,0.97886,0.99866,1,0.995,0.90744,0.55026,0.36127,0.80011,0.0010694,0.0010694,0.0010694
237,1676.5,0.4964,0.30961,0.98978,0.9985,1,0.995,0.88278,0.56599,0.32408,0.82336,0.00106544,0.00106544,0.00106544
238,1683.24,0.46448,0.28527,0.99052,0.99871,1,0.995,0.869,0.61427,0.31427,0.86669,0.00106148,0.00106148,0.00106148
239,1689.85,0.45598,0.28531,0.97012,0.99879,1,0.995,0.92335,0.50206,0.31406,0.78547,0.00105752,0.00105752,0.00105752
240,1696.41,0.42825,0.2866,0.9791,0.99886,1,0.995,0.92014,0.54522,0.35487,0.77873,0.00105356,0.00105356,0.00105356
241,1702.99,0.45663,0.28137,1.00366,0.99878,1,0.995,0.93067,0.46519,0.29554,0.73245,0.0010496,0.0010496,0.0010496
242,1709.51,0.4893,0.28971,0.9928,0.99873,1,0.995,0.92905,0.50154,0.32159,0.76703,0.00104564,0.00104564,0.00104564
243,1716.07,0.47539,0.29296,0.98138,0.99881,1,0.995,0.8434,0.78014,0.39943,0.91806,0.00104168,0.00104168,0.00104168
244,1722.61,0.47563,0.29229,0.97484,0.99883,1,0.995,0.86496,0.6846,0.35577,0.84698,0.00103772,0.00103772,0.00103772
245,1729.43,0.45473,0.2773,0.9692,0.9989,1,0.995,0.83723,0.75598,0.34663,0.92003,0.00103376,0.00103376,0.00103376
246,1736.2,0.44383,0.27435,0.9744,0.9989,1,0.995,0.82637,0.80108,0.36363,0.99727,0.0010298,0.0010298,0.0010298
247,1742.81,0.4332,0.2653,0.97825,0.99877,1,0.995,0.80192,0.7969,0.32383,0.97693,0.00102584,0.00102584,0.00102584
248,1749.45,0.47019,0.28632,0.97854,0.99861,1,0.995,0.80025,0.78237,0.31653,0.91384,0.00102188,0.00102188,0.00102188
249,1756.12,0.45952,0.28825,0.98175,0.99851,1,0.995,0.82828,0.64145,0.32441,0.79889,0.00101792,0.00101792,0.00101792
250,1762.78,0.45873,0.27457,0.99655,0.99858,1,0.995,0.91394,0.46841,0.30485,0.69599,0.00101396,0.00101396,0.00101396
251,1769.4,0.4584,0.29078,0.97288,0.99877,1,0.995,0.9087,0.48786,0.29343,0.72993,0.00101,0.00101,0.00101
252,1775.92,0.48108,0.31272,1.01054,0.99881,1,0.995,0.90852,0.45446,0.29213,0.68993,0.00100604,0.00100604,0.00100604
253,1782.52,0.46979,0.28431,0.98215,0.99878,1,0.995,0.89683,0.50332,0.30946,0.70889,0.00100208,0.00100208,0.00100208
254,1789.1,0.43691,0.28836,0.98854,0.99878,1,0.995,0.8639,0.70251,0.3712,0.80648,0.00099812,0.00099812,0.00099812
255,1800.96,0.47441,0.30096,0.98729,0.99882,1,0.995,0.87287,0.62276,0.31396,0.7705,0.00099416,0.00099416,0.00099416
256,1807.59,0.45529,0.30692,1.00255,0.99884,1,0.995,0.90726,0.4826,0.29184,0.71794,0.0009902,0.0009902,0.0009902
257,1814.17,0.44172,0.28672,0.99306,0.99889,1,0.995,0.87934,0.52956,0.30495,0.7373,0.00098624,0.00098624,0.00098624
258,1820.77,0.45814,0.28071,0.9707,0.9988,1,0.995,0.85615,0.58613,0.34487,0.78148,0.00098228,0.00098228,0.00098228
259,1827.32,0.41395,0.28233,0.96789,0.99829,1,0.995,0.89424,0.54026,0.31439,0.74833,0.00097832,0.00097832,0.00097832
260,1833.94,0.44166,0.28836,0.97466,0.99748,1,0.995,0.88933,0.576,0.33918,0.76705,0.00097436,0.00097436,0.00097436
261,1840.51,0.45541,0.28342,0.98042,0.99782,1,0.995,0.92042,0.51354,0.34682,0.72898,0.0009704,0.0009704,0.0009704
262,1847.12,0.46599,0.27738,0.99532,0.99863,1,0.995,0.89752,0.53884,0.36497,0.74798,0.00096644,0.00096644,0.00096644
263,1853.75,0.45671,0.27712,0.97507,0.99879,1,0.995,0.8896,0.5624,0.36364,0.76983,0.00096248,0.00096248,0.00096248
264,1860.34,0.4193,0.26791,0.97492,0.99882,1,0.995,0.86697,0.57579,0.33622,0.80573,0.00095852,0.00095852,0.00095852
265,1867.06,0.44096,0.26766,0.97456,0.99884,1,0.995,0.79245,0.80921,0.4926,0.99341,0.00095456,0.00095456,0.00095456
266,1873.67,0.41199,0.25191,0.96915,0.99868,1,0.995,0.7597,0.76017,0.48558,0.92049,0.0009506,0.0009506,0.0009506
267,1880.33,0.45929,0.27213,0.99055,0.99866,1,0.995,0.84003,0.57869,0.36916,0.77718,0.00094664,0.00094664,0.00094664
268,1886.96,0.42686,0.26263,0.97404,0.99885,1,0.995,0.78946,0.8166,0.39828,0.94464,0.00094268,0.00094268,0.00094268
269,1893.73,0.42871,0.2547,0.98198,0.99884,1,0.995,0.86485,0.74318,0.37724,0.87903,0.00093872,0.00093872,0.00093872
270,1900.45,0.43239,0.26909,0.97016,0.99885,1,0.995,0.89294,0.70293,0.36472,0.85634,0.00093476,0.00093476,0.00093476
271,1907.05,0.43231,0.27352,0.96551,0.99888,1,0.995,0.84566,0.89992,0.452,1.00039,0.0009308,0.0009308,0.0009308
272,1913.67,0.45652,0.28212,0.99253,0.99888,1,0.995,0.87672,0.78611,0.45884,0.93888,0.00092684,0.00092684,0.00092684
273,1920.26,0.45797,0.30675,0.97902,0.99889,1,0.995,0.91109,0.59478,0.34641,0.78875,0.00092288,0.00092288,0.00092288
274,1926.78,0.46321,0.27534,0.96169,0.99891,1,0.995,0.88559,0.68256,0.34367,0.84281,0.00091892,0.00091892,0.00091892
275,1933.11,0.45525,0.26814,0.98142,0.99886,1,0.995,0.88002,0.68317,0.31972,0.8418,0.00091496,0.00091496,0.00091496
276,1939.44,0.42019,0.267,0.97039,0.98011,1,0.995,0.87717,0.6729,0.32785,0.84306,0.000911,0.000911,0.000911
277,1945.76,0.40694,0.25241,0.95857,0.99889,1,0.995,0.87264,0.64912,0.33481,0.83553,0.00090704,0.00090704,0.00090704
278,1952.21,0.42885,0.26147,0.96317,0.99888,1,0.995,0.89369,0.51055,0.31581,0.73263,0.00090308,0.00090308,0.00090308
279,1958.59,0.4432,0.27502,0.97026,0.9989,1,0.995,0.89329,0.54392,0.30589,0.74887,0.00089912,0.00089912,0.00089912
280,1964.89,0.42817,0.26991,0.97183,0.99884,1,0.995,0.89667,0.55618,0.28172,0.76289,0.00089516,0.00089516,0.00089516
281,1971.22,0.44432,0.27352,0.96607,0.99882,1,0.995,0.8942,0.46925,0.25162,0.70167,0.0008912,0.0008912,0.0008912
282,1977.53,0.42033,0.25846,0.96758,0.99886,1,0.995,0.90374,0.51343,0.25815,0.71991,0.00088724,0.00088724,0.00088724
283,1983.86,0.42656,0.26848,0.95086,0.99887,1,0.995,0.90794,0.45074,0.25635,0.68735,0.00088328,0.00088328,0.00088328
284,1990.2,0.405,0.24737,0.94505,0.99884,1,0.995,0.91142,0.45125,0.28002,0.69649,0.00087932,0.00087932,0.00087932
285,1996.51,0.41913,0.26339,0.98903,0.99885,1,0.995,0.90654,0.51929,0.31633,0.75048,0.00087536,0.00087536,0.00087536
286,2002.82,0.41532,0.25373,0.96372,0.99887,1,0.995,0.90571,0.51367,0.30929,0.75076,0.0008714,0.0008714,0.0008714
287,2009.1,0.42933,0.26095,0.9513,0.99889,1,0.995,0.90699,0.53692,0.3254,0.75915,0.00086744,0.00086744,0.00086744
288,2015.45,0.41762,0.27496,0.95752,0.99875,1,0.995,0.92862,0.46779,0.28485,0.71912,0.00086348,0.00086348,0.00086348
289,2021.78,0.43871,0.26539,0.98311,0.99853,1,0.995,0.93581,0.47643,0.30373,0.73491,0.00085952,0.00085952,0.00085952
290,2028.11,0.42059,0.26499,0.9701,0.99841,1,0.995,0.8741,0.55441,0.29786,0.77715,0.00085556,0.00085556,0.00085556
291,2034.7,0.4379,0.27738,0.95617,0.99847,1,0.995,0.90611,0.5172,0.28468,0.7343,0.0008516,0.0008516,0.0008516
292,2041.02,0.41652,0.27406,0.95768,0.99854,1,0.995,0.90692,0.51123,0.26468,0.7353,0.00084764,0.00084764,0.00084764
293,2047.38,0.43752,0.25821,0.98438,0.99863,1,0.995,0.89012,0.53391,0.27897,0.75648,0.00084368,0.00084368,0.00084368
294,2053.79,0.41656,0.26486,0.95179,0.99881,1,0.995,0.88926,0.49831,0.28982,0.73727,0.00083972,0.00083972,0.00083972
295,2060.18,0.41744,0.24935,0.96725,0.99885,1,0.995,0.90223,0.47544,0.29868,0.70817,0.00083576,0.00083576,0.00083576
296,2066.52,0.44831,0.27393,0.9832,0.99887,1,0.995,0.8983,0.51602,0.31083,0.74392,0.0008318,0.0008318,0.0008318
297,2073.18,0.42172,0.27761,0.95984,0.99885,1,0.995,0.93343,0.47172,0.2996,0.73814,0.00082784,0.00082784,0.00082784
298,2080.96,0.42118,0.26069,0.97833,0.99886,1,0.995,0.93304,0.45382,0.28124,0.71465,0.00082388,0.00082388,0.00082388
299,2087.49,0.38342,0.24459,0.93609,0.99889,1,0.995,0.93022,0.4897,0.29427,0.73695,0.00081992,0.00081992,0.00081992
300,2093.83,0.39863,0.24875,0.96629,0.99889,1,0.995,0.9319,0.47982,0.30157,0.73055,0.00081596,0.00081596,0.00081596
301,2100.25,0.41682,0.26708,0.96289,0.99892,1,0.995,0.90941,0.5444,0.30707,0.75717,0.000812,0.000812,0.000812
302,2106.65,0.41897,0.25209,0.95942,0.9989,1,0.995,0.92197,0.48744,0.27607,0.72107,0.00080804,0.00080804,0.00080804
303,2112.96,0.40501,0.25728,0.9723,0.99888,1,0.995,0.90471,0.52446,0.30925,0.76001,0.00080408,0.00080408,0.00080408
304,2119.3,0.42299,0.25954,0.96882,0.99886,1,0.995,0.8879,0.55791,0.31224,0.78803,0.00080012,0.00080012,0.00080012
305,2125.59,0.3905,0.24304,0.94819,0.99891,1,0.995,0.90452,0.48141,0.29266,0.73952,0.00079616,0.00079616,0.00079616
306,2131.94,0.42078,0.25914,0.96595,0.9989,1,0.995,0.88746,0.60009,0.33654,0.80341,0.0007922,0.0007922,0.0007922
307,2138.35,0.38955,0.24527,0.94573,0.99888,1,0.995,0.88545,0.62597,0.35495,0.82547,0.00078824,0.00078824,0.00078824
308,2144.65,0.40377,0.24843,0.95085,0.99888,1,0.995,0.8861,0.60208,0.33283,0.80268,0.00078428,0.00078428,0.00078428
309,2150.94,0.41694,0.25948,0.95802,0.99892,1,0.995,0.90012,0.61691,0.33428,0.81148,0.00078032,0.00078032,0.00078032
310,2157.22,0.41339,0.25413,0.97237,0.99893,1,0.995,0.88255,0.70451,0.39745,0.88275,0.00077636,0.00077636,0.00077636
311,2163.63,0.37665,0.23486,0.94606,0.99893,1,0.995,0.86952,0.65478,0.35561,0.85347,0.0007724,0.0007724,0.0007724
312,2170.01,0.42037,0.25808,0.96383,0.99891,1,0.995,0.90151,0.5879,0.31281,0.81654,0.00076844,0.00076844,0.00076844
313,2176.49,0.37787,0.25131,0.93997,0.9989,1,0.995,0.8936,0.62099,0.31626,0.85346,0.00076448,0.00076448,0.00076448
314,2183.31,0.38914,0.24428,0.95099,0.99888,1,0.995,0.85284,0.66573,0.33216,0.87658,0.00076052,0.00076052,0.00076052
315,2190.26,0.41043,0.24744,0.95574,0.99887,1,0.995,0.86583,0.65047,0.32955,0.86496,0.00075656,0.00075656,0.00075656
316,2197.07,0.38221,0.24391,0.97293,0.99889,1,0.995,0.86549,0.63454,0.33088,0.85108,0.0007526,0.0007526,0.0007526
317,2203.98,0.39945,0.2487,0.94879,0.99887,1,0.995,0.8581,0.58784,0.32619,0.80093,0.00074864,0.00074864,0.00074864
318,2210.92,0.38827,0.24682,0.93962,0.99885,1,0.995,0.85723,0.57118,0.35468,0.78287,0.00074468,0.00074468,0.00074468
319,2217.79,0.39288,0.2591,0.96261,0.99887,1,0.995,0.88331,0.52865,0.34675,0.75295,0.00074072,0.00074072,0.00074072
320,2224.81,0.40867,0.26671,0.96456,0.99886,1,0.995,0.90277,0.47034,0.31525,0.72866,0.00073676,0.00073676,0.00073676
321,2231.82,0.40488,0.25548,0.94496,0.99892,1,0.995,0.92019,0.49919,0.30795,0.7451,0.0007328,0.0007328,0.0007328
322,2238.79,0.39615,0.24527,0.9598,0.9989,1,0.995,0.9202,0.49579,0.28963,0.74246,0.00072884,0.00072884,0.00072884
323,2245.72,0.41148,0.24955,0.96612,0.9989,1,0.995,0.9171,0.51284,0.29084,0.76355,0.00072488,0.00072488,0.00072488
324,2252.75,0.41202,0.26314,0.94092,0.99886,1,0.995,0.90507,0.53743,0.31485,0.78057,0.00072092,0.00072092,0.00072092
325,2259.72,0.39265,0.24268,0.94002,0.99884,1,0.995,0.92161,0.48405,0.30571,0.74757,0.00071696,0.00071696,0.00071696
326,2266.69,0.43595,0.25945,0.9534,0.99886,1,0.995,0.89972,0.47664,0.30149,0.74722,0.000713,0.000713,0.000713
327,2273.6,0.39394,0.24565,0.95252,0.99888,1,0.995,0.86439,0.59507,0.35156,0.81745,0.00070904,0.00070904,0.00070904
328,2280.52,0.38137,0.24391,0.9674,0.99886,1,0.995,0.85743,0.62247,0.35236,0.81397,0.00070508,0.00070508,0.00070508
329,2287.44,0.39576,0.23756,0.9645,0.99887,1,0.995,0.8612,0.65289,0.35526,0.82748,0.00070112,0.00070112,0.00070112
330,2294.42,0.38858,0.24799,0.96465,0.99885,1,0.995,0.84376,0.77987,0.37422,0.9372,0.00069716,0.00069716,0.00069716
331,2301.32,0.39224,0.25648,0.9598,0.99884,1,0.995,0.84593,0.80033,0.39087,0.96267,0.0006932,0.0006932,0.0006932
332,2308.29,0.40518,0.23818,0.9652,0.99886,1,0.995,0.87599,0.64508,0.34552,0.85891,0.00068924,0.00068924,0.00068924
333,2315.28,0.39718,0.24677,0.94148,0.99885,1,0.995,0.86415,0.68987,0.35998,0.89584,0.00068528,0.00068528,0.00068528
